1e778972a5b6f5e57eaaaea15bec294e,8,MultiFaceted,true,true
1e778972a5b6f5e57eaaaea15bec294e,4,MultiFaceted,true,true
c182b62cc1fe360417bde6f62426e73f,10,LongMethod,true,false
c182b62cc1fe360417bde6f62426e73f,2,LongMethod,true,false
0065925e4ba65c5c30324830bce178a6,13,LongMethod,true,true
0065925e4ba65c5c30324830bce178a6,3,LongMethod,true,false
da4782590a06a8422d8641b2e5a9c989,8,MultiFaceted,true,true
da4782590a06a8422d8641b2e5a9c989,12,MultiFaceted,true,true
da4782590a06a8422d8641b2e5a9c989,14,MultiFaceted,false,true
2dff522e92dc769a685f2838ca414ca2,7,MultiFaceted,false,true
2dff522e92dc769a685f2838ca414ca2,2,MultiFaceted,true,true
50e0fa5d14b96ae027426bb83d3a7a75,12,MultiFaceted,false,true
50e0fa5d14b96ae027426bb83d3a7a75,5,MultiFaceted,false,true
1a37a9187eb6164e33bcb14f7cf4854f,1,LongMethod,true,false
1a37a9187eb6164e33bcb14f7cf4854f,1,ComplexMethod,false,true
1a37a9187eb6164e33bcb14f7cf4854f,1,ComplexMethod,false,true
1a37a9187eb6164e33bcb14f7cf4854f,10,ComplexMethod,false,true
1a37a9187eb6164e33bcb14f7cf4854f,11,ComplexMethod,false,true
1a37a9187eb6164e33bcb14f7cf4854f,5,ComplexMethod,false,true
1a37a9187eb6164e33bcb14f7cf4854f,6,ComplexMethod,false,true
1a37a9187eb6164e33bcb14f7cf4854f,6,ComplexMethod,false,true
1a37a9187eb6164e33bcb14f7cf4854f,8,ComplexMethod,false,true
dfcb15c9123b28a06c8e87b7146a8653,6,ComplexMethod,false,true
dfcb15c9123b28a06c8e87b7146a8653,8,ComplexMethod,false,true
114c14566ad5501e06891fcd19c9bc9c,7,ComplexMethod,false,true
dd7f70f061ba02ad51bc59d436b4845c,1,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,1,ComplexMethod,true,false
dd7f70f061ba02ad51bc59d436b4845c,10,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,10,ComplexMethod,true,false
dd7f70f061ba02ad51bc59d436b4845c,11,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,12,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,13,ComplexMethod,true,false
dd7f70f061ba02ad51bc59d436b4845c,5,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,6,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,8,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,8,ComplexMethod,true,true
dd7f70f061ba02ad51bc59d436b4845c,8,ComplexMethod,true,true
f8b5e0388f03e5b642a1b31c68ced8d1,11,ComplexMethod,true,false
f8b5e0388f03e5b642a1b31c68ced8d1,12,ComplexMethod,true,true
f8b5e0388f03e5b642a1b31c68ced8d1,14,ComplexMethod,true,false
f8b5e0388f03e5b642a1b31c68ced8d1,5,ComplexMethod,true,true
f8b5e0388f03e5b642a1b31c68ced8d1,6,LongMethod,true,false
f8b5e0388f03e5b642a1b31c68ced8d1,6,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,1,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,1,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,10,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,10,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,11,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,12,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,5,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,8,ComplexMethod,true,true
1eaa02d869cb73e6c73a14288264baf9,8,ComplexMethod,true,true
14d8e29cb69153c42e031ff04b544322,14,LongMethod,true,false
14d8e29cb69153c42e031ff04b544322,2,LongMethod,true,false
14d8e29cb69153c42e031ff04b544322,9,LongMethod,true,false
3cd833191c08d33a8214a77428732f16,1,MultiFaceted,false,true
3cd833191c08d33a8214a77428732f16,10,MultiFaceted,false,true
3cd833191c08d33a8214a77428732f16,12,MultiFaceted,false,true
3cd833191c08d33a8214a77428732f16,5,MultiFaceted,false,true
d9c02505c6aef85b7803998599a6941c,7,MultiFaceted,false,true
aec5deda06f5bc2dc953fb103847ffd9,7,LongMethod,false,true
4e50fb7a6c56847680714b365823e822,14,LongMethod,true,false
4e50fb7a6c56847680714b365823e822,9,LongMethod,true,false
7f1b4717624bf9be9e0f41f3f601eac4,8,MultiFaceted,true,true
90d63b490e358643779704f97a1c0fd6,1,ComplexMethod,true,true
90d63b490e358643779704f97a1c0fd6,1,ComplexMethod,true,false
90d63b490e358643779704f97a1c0fd6,10,ComplexMethod,true,true
90d63b490e358643779704f97a1c0fd6,10,ComplexMethod,true,false
90d63b490e358643779704f97a1c0fd6,11,ComplexMethod,true,false
90d63b490e358643779704f97a1c0fd6,13,ComplexMethod,true,false
0c0ec9f5b5be92c2d869f48f7b8775a1,6,LongMethod,true,false
ca09c5e1eb808bda0ccb837651268935,14,LongMethod,true,true
ca09c5e1eb808bda0ccb837651268935,9,LongMethod,true,true
ca09c5e1eb808bda0ccb837651268935,9,LongMethod,true,false
467cb0554d01f77911f72e8523f7bea6,7,LongMethod,false,true
467cb0554d01f77911f72e8523f7bea6,7,ComplexMethod,false,true
21716ab8eac936b1f6c828fb6e2cfa33,14,ComplexMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,14,LongMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,4,ComplexMethod,true,false
21716ab8eac936b1f6c828fb6e2cfa33,7,ComplexMethod,false,true
b5afbb1224d783a248f5ca6eb9581f61,7,ComplexMethod,false,true
7c36d2600ec43b87c6c5183b2ac9047d,7,LongMethod,false,true
ddce12a8fe1b0084378fb94bf50ae182,12,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,14,ComplexMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,14,LongMethod,true,true
ddce12a8fe1b0084378fb94bf50ae182,14,LongMethod,false,true
